Seed: 1635486674
FFE found;Fitness
90;-83923
480;-71787
1063;-70195
1836;-69408
2707;-68852
3621;-68535
4640;-67639
5711;-67522
6871;-67098
13964;-66972
17518;-66825
21505;-66815
23541;-66699
29653;-66487
38204;-66473
40491;-66446
57761;-66355
79345;-66192
117344;-66121
120692;-66022
186447;-65927
228327;-65902
237207;-65885
241768;-65784
246374;-65742
250984;-65677
269473;-65667
274224;-65651
323221;-65621
374396;-65616
401447;-65611
412449;-65608
508646;-65604
618179;-65599
653398;-65590
1036788;-65583
1262965;-65539
1282003;-65534
2461658;-65445
3786525;-65406
3801276;-65397
4927782;-65367
5041405;-65299
5732084;-65295
5759279;-65285
7967543;-65280
9757408;-65268
10061699;-65203
20696972;-65197
21243612;-65195
24413799;-65176
27481079;-65174
28046893;-65164
32917784;-65112
34348630;-65107
37258155;-65097
51343507;-65092
101126603;-65079
