Seed: 2507449090
FFE found;Fitness
132;-75954
644;-72824
1459;-69922
2431;-69497
3498;-69035
4660;-68958
5829;-68277
8483;-67574
11599;-67203
13296;-67092
17035;-67017
21213;-66971
23439;-66932
25678;-66498
27956;-66445
37327;-66349
45137;-66324
58849;-66270
70866;-66139
83849;-66118
145583;-66040
208974;-66038
242996;-66030
251765;-65939
274017;-65782
357676;-65772
372079;-65699
396462;-65670
406453;-65657
456749;-65651
482635;-65632
487873;-65623
498470;-65619
535864;-65605
563061;-65602
579520;-65553
630154;-65543
658516;-65520
698400;-65513
761973;-65504
791654;-65483
845375;-65443
893641;-65409
1055406;-65398
1175584;-65352
1494549;-65340
1959983;-65321
2471190;-65310
2504558;-65286
4779334;-65284
5342122;-65279
6142323;-65232
8849183;-65228
26920359;-65222
26944705;-65212
27772083;-65204
27784739;-65191
30158243;-65185
31330926;-65180
33798918;-65166
35464809;-65160
40463875;-65151
44102632;-65143
52387044;-65137
58340441;-65093
103668829;-65066
111415498;-65058
117572058;-65017
120841032;-65012
129718565;-64996
210951743;-64991
