Seed: 3352749646
FFE found;Fitness
133;-86876
629;-73991
1505;-70147
2485;-69850
3550;-69490
4623;-68150
5823;-67978
7186;-67645
10191;-67618
13297;-67489
14850;-66800
29720;-66406
31808;-66357
35987;-66265
44717;-66187
69584;-66134
80846;-66045
117731;-66037
120985;-65996
134097;-65776
181775;-65773
195990;-65759
213940;-65733
228405;-65656
247221;-65636
251243;-65587
304540;-65476
334364;-65469
461582;-65439
908978;-65397
1555204;-65383
1691336;-65376
1928605;-65374
2154748;-65359
3247515;-65299
5494121;-65233
6380160;-65227
6542353;-65224
6585036;-65194
6836185;-65179
7325339;-65070
7400580;-65060
16923148;-65033
72333177;-65013
