Seed: 1614075680
FFE found;Fitness
152;-80412
641;-74625
1341;-70660
2408;-69957
3574;-69755
4843;-69420
6208;-67696
7660;-67391
9150;-67249
12401;-67224
14151;-67118
15991;-67028
17932;-66751
32546;-66668
37266;-66543
47450;-66513
60794;-66443
81539;-66433
87942;-66277
107154;-66241
159822;-66224
186727;-65940
230682;-65676
251484;-65656
291128;-65650
328047;-65649
347591;-65637
357433;-65599
387215;-65598
476760;-65595
576215;-65583
621580;-65581
751972;-65576
795751;-65560
3308293;-65550
4011089;-65469
5472059;-65451
5621248;-65440
6183258;-65377
8280342;-65362
9067275;-65321
11599829;-65301
12361716;-65295
12715360;-65289
13907076;-65208
19157825;-65189
32111488;-65162
45974428;-65133
47163931;-65127
50021489;-65107
50376706;-65094
85485544;-65048
120273354;-65038
