Seed: 730144391
FFE found;Fitness
227;-75660
1099;-74057
2037;-70713
3204;-70354
4418;-69738
5725;-69300
7186;-69068
8739;-68914
11952;-68417
13705;-68005
15609;-67819
17695;-67477
19833;-67400
22118;-67344
24546;-67325
27063;-67238
37204;-66867
39831;-66865
45265;-66539
50795;-66534
62065;-66528
67837;-66498
76676;-66475
86037;-66148
117126;-66139
120857;-66023
124646;-65954
140377;-65799
200657;-65790
274458;-65776
313264;-65727
348913;-65723
403105;-65703
591192;-65690
602933;-65681
644574;-65613
853641;-65598
911352;-65585
937355;-65473
983337;-65471
1104425;-65457
1341038;-65456
2363105;-65448
2747344;-65447
3221829;-65435
3520416;-65414
3845545;-65408
4141741;-65389
6815365;-65377
6999469;-65328
7513058;-65286
25238203;-65264
26184658;-65224
48400135;-65209
64624653;-65200
79604266;-65130
98727240;-65066
