Seed: 501720131
FFE found;Fitness
100;-78504
527;-72651
1110;-70811
2386;-69902
3177;-68966
4046;-68548
5942;-67831
8180;-67706
9442;-67616
10803;-67379
15253;-67265
18365;-67244
20017;-67162
25620;-67126
33700;-66982
38025;-66910
40254;-66855
47251;-66704
49676;-66588
57053;-66582
70358;-66549
73171;-66467
78799;-66398
87397;-66336
99364;-66291
111761;-66243
118045;-66233
158309;-66119
175532;-66088
179260;-66023
194821;-65842
248810;-65810
261803;-65767
342320;-65762
351832;-65730
356678;-65682
471069;-65640
514487;-65611
648891;-65458
667026;-65357
742709;-65336
775196;-65301
893826;-65299
983791;-65291
1012158;-65277
1240279;-65261
1796781;-65257
2249795;-65245
3494341;-65188
7203367;-65165
7649412;-65119
11981184;-65080
24705716;-65076
25536804;-65066
27391985;-65059
30430593;-65055
30834059;-65049
31147764;-65031
45873263;-65007
70981673;-64987
81245447;-64981
116334552;-64945
