Seed: 2425059619
FFE found;Fitness
1;0
310;0.03125
3341;0.0625
4973;0.1125
5341;0.15625
14286;0.165625
17099;0.2375
19608;0.26875
23956;0.28125
29576;0.375
52104;0.40625
68280;0.45625
95315;0.53125
173526;0.5625
229941;0.625
308050;0.64375
340539;0.65625
410049;0.759375
414250;0.934375
453615;0.95625
576645;0.978125
617627;1
