Seed: 4227588075
FFE found;Fitness
1;0
356;0.03125
1683;0.0625
4286;0.125
8315;0.20625
10046;0.2375
11635;0.259375
16448;0.28125
19701;0.33125
23200;0.375
109698;0.45625
218531;0.5
402579;0.53125
503487;0.5625
1050954;0.6125
1452683;0.665625
1583192;0.70625
1653432;0.715625
1736610;0.75
1859540;0.759375
5117360;0.78125
5368013;0.9125
5398806;0.934375
5482805;0.95625
5501325;0.978125
7432954;1
