Seed: 2763559298
FFE found;Fitness
1;0
119;0.03125
2721;0.0625
5373;0.09375
7524;0.14375
9375;0.175
13348;0.21875
15251;0.25
22179;0.3125
24779;0.375
28645;0.40625
51837;0.4375
102893;0.46875
145706;0.540625
172475;0.634375
265942;0.665625
394519;0.6875
404418;0.75
527469;0.759375
739326;0.78125
1002368;0.8125
1310061;1
