Seed: 3760981144
FFE found;Fitness
1;0
60;0.03125
1169;0.0625
4150;0.14375
5263;0.15625
7958;0.1875
8433;0.2125
9895;0.25
13807;0.28125
19489;0.31875
28041;0.34375
33469;0.3625
45303;0.4375
62619;0.53125
82732;0.5625
103469;0.65625
175051;0.6875
200191;0.75
1457756;0.95625
1944114;0.978125
2042767;1
