Seed: 3973499328
FFE found;Fitness
1;0
1426;0.03125
9738;0.0625
10481;0.1125
12014;0.14375
17769;0.15625
22430;0.1875
25122;0.21875
25860;0.25
29721;0.28125
42034;0.321875
80056;0.39375
100758;0.40625
103342;0.5
115423;0.571875
167708;0.59375
436563;0.71875
587127;0.7375
646450;0.759375
648867;0.78125
1128699;0.8125
1905283;0.9125
2278794;0.934375
2318371;0.95625
2336957;1
