Seed: 4027045957
FFE found;Fitness
1;0
119;0.03125
4433;0.0625
6412;0.125
13918;0.15625
20403;0.20625
28186;0.25
36176;0.33125
60364;0.384375
63677;0.40625
68300;0.4375
83328;0.478125
92406;0.53125
159855;0.5625
173207;0.603125
179887;0.6125
205682;0.65625
243080;0.728125
258652;0.78125
463456;0.8125
1357394;0.978125
1628335;1
