Seed: 1540793525
FFE found;Fitness
1;0
682;0.03125
1551;0.125
19246;0.20625
46459;0.21875
49912;0.228125
58577;0.31875
66637;0.340625
76216;0.3625
80969;0.40625
83002;0.4375
96988;0.51875
110202;0.540625
113008;0.58125
135122;0.634375
138194;0.665625
284984;0.759375
343662;0.790625
443080;0.978125
1089194;1
