Seed: 2586672015
FFE found;Fitness
1;0
613;0.03125
4427;0.125
9215;0.15625
17507;0.1875
27452;0.21875
44630;0.28125
59973;0.3125
62717;0.3625
146940;0.384375
246323;0.40625
250589;0.4375
400308;0.46875
407953;0.53125
445753;0.5625
685813;0.571875
750068;0.634375
807553;0.665625
1344697;0.759375
1469112;0.790625
1778394;0.978125
4088494;1
