Seed: 1570839029
FFE found;Fitness
108;-85593
498;-77590
1105;-76195
2081;-74987
3149;-74780
4225;-73113
5397;-72629
6663;-71919
9382;-71147
12334;-70945
13988;-70925
15739;-70856
17591;-70622
23369;-70116
25310;-69958
29296;-69727
35905;-69594
40504;-69574
54962;-69519
67260;-69509
77489;-69446
108434;-69425
129301;-69321
147743;-69217
295668;-69165
426362;-69162
439603;-69144
452850;-69134
655219;-69132
664921;-69106
703733;-69105
779368;-69079
841902;-69069
1133302;-69059
1167646;-69052
1250105;-69050
1700700;-69041
1771133;-68978
2156618;-68933
2311441;-68857
6614021;-68800
7946020;-68793
10624319;-68781
40124680;-68780
117533759;-68775
