Seed: 2224858053
FFE found;Fitness
44;-87829
313;-77932
874;-74965
1822;-73305
3034;-71686
7560;-71247
14408;-71244
16349;-71142
22660;-70787
27271;-70564
34258;-70475
36587;-70186
45903;-70076
93803;-69959
96520;-69858
113664;-69770
152243;-69720
158986;-69710
245106;-69700
268392;-69596
283916;-69590
428069;-69445
520092;-69391
601747;-69389
651765;-69308
964798;-69211
1442092;-69198
1609928;-69194
1648931;-69180
2581485;-69173
3227830;-69005
4152215;-68987
4591101;-68849
5482523;-68840
5565969;-68838
5582944;-68822
5617195;-68770
5798280;-68766
6652467;-68757
36668027;-68726
46064620;-68722
48367300;-68721
48962042;-68719
51102920;-68702
58531139;-68700
62336147;-68693
65112848;-68656
69471326;-68654
85783669;-68624
