Seed: 3439296890
FFE found;Fitness
127;-88215
732;-77498
1857;-74670
3074;-74467
4292;-72350
7286;-71997
8893;-71961
10642;-71907
12540;-71885
14527;-71852
18657;-71537
20792;-71014
22932;-70711
29536;-70555
36635;-70526
48832;-70408
51411;-70353
54033;-70125
59267;-70079
78928;-70073
97217;-70029
158565;-70023
169858;-70020
173739;-69872
266280;-69825
322752;-69722
371709;-69559
446422;-69503
451180;-69469
494892;-69427
499920;-69392
505062;-69313
515403;-69296
541908;-69283
1347139;-69180
1784404;-69174
2339621;-69141
2477573;-69126
2570179;-69089
3251240;-68953
4402388;-68857
33418900;-68800
36743642;-68739
57521189;-68738
75191047;-68711
75340891;-68675
149141364;-68570
176547632;-68558
