Seed: 1619671875
FFE found;Fitness
151;-82779
736;-74772
1421;-73334
3077;-72376
5121;-71736
6294;-71427
7561;-71423
8929;-71133
10425;-71096
13563;-70927
17009;-70828
18761;-70523
26631;-70399
36821;-70296
50387;-70133
52914;-70108
58110;-70103
60778;-70033
78215;-70019
94170;-69853
120875;-69851
175979;-69835
187622;-69686
222600;-69603
246560;-69590
290846;-69543
298989;-69377
515223;-69283
549799;-69255
611045;-69132
845620;-69087
969769;-69072
1070305;-69047
1160780;-69044
1558490;-68977
14839498;-68857
17389185;-68754
17431107;-68751
20762456;-68727
