Seed: 701246339
FFE found;Fitness
214;-81569
912;-75709
1789;-74660
2764;-73018
3845;-72810
5013;-72496
6298;-72094
7712;-71944
9265;-71650
10818;-71534
12375;-71191
15780;-71143
19577;-71079
21617;-70999
23701;-70913
34778;-70445
37107;-70396
41817;-70343
44191;-70251
48997;-70161
56418;-70142
63993;-70089
69233;-70017
83161;-69992
94817;-69969
116536;-69901
132546;-69662
158162;-69522
177375;-69519
696791;-69505
1002496;-69366
1055297;-69359
1373092;-69340
1398178;-69264
1556728;-69243
1567594;-69127
1671948;-69123
1700316;-69078
2105072;-69063
2131633;-68994
3000404;-68989
3219001;-68977
3667686;-68956
3683014;-68950
4607837;-68945
12605661;-68906
54083037;-68810
67228149;-68805
91248977;-68764
103357010;-68756
145248918;-68698
147871165;-68656
148749065;-68620
152010705;-68608
154904353;-68583
