Seed: 3427305002
FFE found;Fitness
159;-83872
914;-76751
2031;-74822
3298;-74572
4664;-72301
6120;-72298
7576;-72076
9032;-72057
10488;-71915
11944;-71305
13406;-71262
16621;-71256
21892;-71181
23738;-70811
33793;-70628
55867;-70461
70786;-70334
73454;-70319
76175;-70301
93464;-70237
96574;-70189
102878;-70175
115541;-70159
128351;-70116
134962;-70082
145103;-70024
165776;-69975
186935;-69815
298269;-69726
315595;-69693
333059;-69597
350628;-69570
355040;-69430
372940;-69416
516507;-69408
558221;-69349
568989;-69280
607421;-69225
765903;-69193
931226;-69187
988916;-69180
1055001;-69173
1175497;-69163
1365525;-69093
1420633;-69074
1455563;-69072
1483731;-68989
1665947;-68912
1968622;-68834
2941217;-68788
22727339;-68765
22856068;-68756
23966712;-68730
32711204;-68710
32801228;-68689
35778545;-68670
40425107;-68636
41507625;-68596
98044706;-68576
140455584;-68544
187037533;-68541
203601463;-68530
204968545;-68475
