Seed: 3067893629
FFE found;Fitness
111;-84610
505;-78996
996;-76918
1586;-74590
2309;-73383
3209;-72160
4237;-71827
6691;-71337
8153;-71105
11368;-70977
16765;-70478
22593;-70474
24633;-70468
29013;-70458
33778;-70454
46590;-70416
57355;-70211
68223;-70050
85159;-69942
97382;-69873
106988;-69804
113583;-69705
123728;-69693
152758;-69690
156597;-69611
232139;-69588
278186;-69565
282455;-69562
325652;-69555
394518;-69477
442975;-69442
1145036;-69388
1689923;-69303
2290114;-69262
3213013;-69205
4339344;-69143
4371515;-69137
4436809;-69127
4789849;-69108
4993097;-69045
5166527;-69014
5746490;-68952
7712584;-68928
9119631;-68897
12181055;-68876
