Seed: 3389176211
FFE found;Fitness
135;-87133
572;-79545
1256;-76638
1993;-75960
3799;-75166
4873;-72969
6044;-72469
7359;-72231
10323;-71387
31456;-70948
56665;-70820
79921;-70685
82783;-70603
113027;-70594
119540;-70540
136767;-70368
150742;-70308
165405;-70301
176659;-70252
200091;-70186
204016;-70183
215950;-70031
240941;-69777
258020;-69752
262339;-69688
279945;-69639
288871;-69580
302412;-69523
307026;-69520
321333;-69486
380403;-69474
647015;-69470
652642;-69458
742975;-69397
1067089;-69396
1099096;-69370
1314976;-69360
1403024;-69358
1450561;-69343
1464147;-69334
1654498;-69325
1704999;-69188
1858596;-69174
2203872;-69041
4294670;-69038
4341235;-69028
5322229;-69015
6433424;-68963
10443500;-68943
11958866;-68923
15440115;-68917
16111041;-68900
21702698;-68891
24439736;-68875
24492651;-68860
26321376;-68845
26430368;-68833
29002564;-68825
29716571;-68812
30661218;-68806
31364394;-68795
33270957;-68768
62932480;-68767
68071460;-68745
91330350;-68722
169046122;-68632
210880176;-68620
