Seed: 3640625919
FFE found;Fitness
2;-88641
141;-81835
499;-74047
1172;-73354
2048;-72651
4046;-72558
5163;-71905
6328;-71466
10077;-71127
14611;-70416
17862;-70351
19517;-70237
26942;-70129
33497;-69960
40294;-69937
47285;-69831
79285;-69795
85062;-69630
94186;-69600
97291;-69555
100400;-69499
103562;-69423
152508;-69276
174907;-69273
2756620;-69271
3026593;-69161
3265267;-69100
3371791;-69051
3560112;-69049
3781404;-69042
3809682;-69040
3881475;-69027
5017828;-69025
5605109;-69024
5945110;-69012
15577144;-68925
17719328;-68913
17923048;-68893
21518305;-68859
21861202;-68788
23275055;-68747
23616935;-68712
24775796;-68696
25451087;-68693
25893526;-68680
110734438;-68632
123910442;-68601
174192740;-68593
