Seed: 3180342692
FFE found;Fitness
113;-82811
506;-76975
996;-73983
2263;-73065
2950;-72367
3748;-72072
7256;-71577
9980;-71516
16236;-70967
19978;-70952
21921;-70830
23959;-70719
26040;-70661
37325;-70591
39710;-70101
49760;-70077
84209;-69999
95130;-69926
129433;-69907
138419;-69905
188455;-69699
202859;-69667
254475;-69467
289367;-69451
298694;-69389
312964;-69357
391172;-69350
411164;-69336
628767;-69256
1114601;-69129
1784741;-69082
2173360;-69055
2278205;-69013
2475525;-68993
2629791;-68991
2860945;-68963
3025208;-68961
3167626;-68923
3287825;-68922
3409922;-68918
3436411;-68906
3651157;-68895
3669596;-68893
3678863;-68792
6767921;-68769
6936163;-68765
7766043;-68757
8124999;-68756
8281244;-68753
