20762456;-68727
210880176;-68620
117533759;-68775
154904353;-68583
12181055;-68876
204968545;-68475
8281244;-68753
85783669;-68624
105911121;-68636
174192740;-68593
104655279;-68762
srenia;0.6579736330857604;
mediana;0.6009439216720898;
