Seed: 951503596
FFE found;Fitness
99;-82028
495;-77524
1019;-75618
1704;-73232
2485;-72882
3366;-72655
4343;-72390
5412;-71920
6623;-71295
9443;-71038
10903;-70607
12489;-70443
14244;-70269
16088;-70187
30135;-70088
32367;-70079
43780;-70072
46212;-70016
51262;-69977
53890;-69947
70336;-69867
117842;-69839
133614;-69816
146816;-69651
195719;-69647
248854;-69607
256616;-69600
299311;-69581
402091;-69574
406457;-69571
571025;-69492
674768;-69467
900567;-69462
960288;-69459
1039019;-69457
1056336;-69396
1097128;-69393
1219348;-69374
1295167;-69153
1517883;-69090
1641126;-69025
1712434;-69019
1800181;-69003
2072359;-68983
6266400;-68967
9058146;-68951
9102530;-68895
12499115;-68863
13758348;-68816
14939594;-68738
17634844;-68709
18413759;-68686
29328593;-68679
42436457;-68650
105137753;-68644
105911121;-68636
