Seed: 2965498151
FFE found;Fitness
30;-81762
456;-72918
1154;-72107
2047;-70847
4225;-70416
6523;-70009
8849;-69539
17053;-69312
20246;-68528
21885;-68251
26984;-67899
28856;-67774
35040;-67614
66208;-67594
84765;-67567
87527;-67419
159479;-67346
298695;-67319
320334;-67286
337897;-67246
351226;-67211
360198;-67203
857698;-67017
2696561;-67009
3186464;-67008
3987451;-66980
4758636;-66971
6873553;-66949
6902094;-66853
10357491;-66836
10546842;-66801
11050277;-66727
14285265;-66710
26799154;-66678
49532006;-66624
64063891;-66613
