Seed: 2591037584
FFE found;Fitness
2533;-82699
3044;-77117
3747;-72954
4628;-72510
5607;-71302
6677;-71180
10386;-71050
11751;-70633
13218;-70446
18095;-70262
19840;-70189
21602;-69785
78821;-69750
93343;-69736
108694;-69484
150466;-69464
161638;-69263
177173;-69220
269749;-69149
405072;-69143
674890;-69071
716102;-69033
1227070;-69025
1563964;-68995
1589610;-68950
2147351;-68944
2517910;-68876
7084244;-68587
28226842;-68536
40415818;-68520
51470932;-68509
52609938;-68508
85147572;-68418
89854475;-68410
95030263;-68409
120620707;-68362
171020173;-68332
