Seed: 150346599
FFE found;Fitness
2617;-83091
3404;-75165
4289;-74325
5269;-72587
6337;-72108
7431;-71537
11147;-71216
17497;-71146
19250;-71038
25219;-70944
34077;-70555
36505;-70183
52046;-69952
66608;-69433
69616;-69341
126220;-69282
129629;-69275
140319;-69196
158653;-69128
279605;-68826
330868;-68692
722319;-68683
742780;-68663
785128;-68658
857851;-68647
924867;-68614
1742026;-68595
1891928;-68578
3102230;-68577
6826275;-68506
22762649;-68505
26984694;-68504
52826679;-68485
103590273;-68473
119348577;-68374
