Seed: 980108763
FFE found;Fitness
2536;-86963
3034;-79016
3635;-76276
5315;-74122
6301;-72746
8563;-72108
11294;-71883
12750;-70601
15783;-70394
22682;-70284
30077;-70027
36101;-69544
54982;-69543
66131;-69341
94103;-69295
118193;-69238
129450;-69203
172125;-69198
180555;-69067
189088;-69021
206494;-68992
313704;-68894
339654;-68884
444237;-68873
514626;-68735
679550;-68719
728667;-68718
757985;-68709
825666;-68694
903214;-68693
918865;-68661
942439;-68560
1373716;-68554
1666837;-68527
1757057;-68525
13199772;-68517
19460695;-68487
19892297;-68486
20009034;-68478
25224747;-68464
34241761;-68363
59974761;-68357
60168642;-68342
142773523;-68290
148825646;-68289
169504090;-68254
