Seed: 499352339
FFE found;Fitness
2645;-79664
3818;-75025
5097;-73799
6565;-73464
8130;-72056
11804;-71810
15880;-70842
29219;-70698
36926;-70351
59055;-70198
92088;-70075
132088;-69828
203821;-69592
221491;-69573
389215;-69421
526291;-69295
637182;-69263
768242;-69212
808405;-69211
974245;-69191
1012544;-69172
1074234;-69154
1138684;-69152
1304657;-69107
1407766;-69081
1442769;-69053
2128145;-68979
2701174;-68889
5296002;-68868
6474094;-68731
8091987;-68701
11132711;-68659
15640194;-68633
17403155;-68592
27444767;-68525
56476955;-68522
56796923;-68510
70957576;-68487
72081174;-68430
95283611;-68400
100575244;-68391
108314674;-68384
111677261;-68373
