Seed: 2523149920
FFE found;Fitness
54;-88938
369;-77836
871;-74644
1488;-72692
2280;-71607
5383;-71466
8013;-71033
12399;-70636
15648;-70341
42257;-70192
44683;-70095
57620;-69978
71910;-69706
266042;-69625
294193;-69320
435299;-69210
536033;-69078
565921;-69038
1286131;-68964
1695396;-68902
1758723;-68845
1882382;-68829
2018651;-68790
2355655;-68763
3174692;-68756
3185521;-68748
3438961;-68732
3753937;-68718
4730652;-68683
5584305;-68676
5925280;-68614
7827965;-68596
9620701;-68565
11903514;-68563
14274035;-68545
14323867;-68522
15682366;-68497
24160716;-68475
26105219;-68465
27512229;-68450
39271253;-68438
41386257;-68415
41785741;-68401
50927847;-68379
96982554;-68364
209607628;-68343
