Seed: 3156163106
FFE found;Fitness
120;-83040
920;-75683
1912;-74790
2991;-73611
4182;-72693
5546;-71577
7015;-71331
10237;-71019
11990;-70818
15771;-70531
26895;-70500
36804;-70356
45164;-70333
51216;-69944
166405;-69730
179794;-69605
193384;-69574
254933;-69433
319368;-69304
566270;-69250
829446;-69197
1068203;-69179
1560010;-69161
1898423;-69160
2203197;-68887
3292827;-68880
3617492;-68866
3698767;-68798
4371685;-68796
4528002;-68772
4584840;-68765
4745790;-68740
4884325;-68739
5098938;-68685
5318227;-68673
5355754;-68637
5496670;-68620
5665316;-68593
7511748;-68588
8769794;-68577
11186523;-68556
23301183;-68549
23337644;-68523
24748477;-68502
28967004;-68476
37423494;-68424
146766983;-68421
