Seed: 3589446738
FFE found;Fitness
2574;-84361
3301;-77016
4201;-72462
5277;-72348
7742;-71043
12126;-70983
23047;-70378
39691;-70300
44946;-70196
64356;-69726
123095;-69555
183861;-69547
221536;-69541
264892;-69528
293226;-69362
437213;-69260
526463;-69055
1038270;-68974
1147387;-68839
2930573;-68835
2972999;-68820
3037183;-68774
4020733;-68770
4474935;-68766
5854293;-68669
14152196;-68653
20273065;-68618
20291266;-68595
23161551;-68573
33193794;-68478
34445744;-68454
45775284;-68386
49015291;-68385
58824338;-68371
66164016;-68369
69060323;-68350
123257159;-68333
