Seed: 2355673598
FFE found;Fitness
99;-81930
599;-75934
1190;-75320
1880;-71666
3548;-71161
10399;-70834
28516;-70328
37356;-70117
44052;-69743
88990;-69672
105181;-69671
111872;-69662
122347;-69600
136470;-69520
155789;-69442
188427;-69440
243965;-69414
248525;-69290
304027;-69175
379877;-69131
401072;-69061
1413765;-69051
1421824;-69009
1462580;-68996
1521251;-68945
1555796;-68909
1582069;-68881
1878236;-68879
1945464;-68858
2285790;-68857
2642837;-68751
4345005;-68681
6036158;-68614
7950164;-68595
8784694;-68564
8988131;-68554
9900461;-68545
11898012;-68539
13125862;-68498
14130467;-68458
16409351;-68445
19017928;-68421
21531596;-68405
27283016;-68355
51362680;-68341
53398815;-68306
56437160;-68305
69617940;-68289
142992514;-68283
144525098;-68264
147057012;-68258
157271125;-68231
179102620;-68221
184105752;-68220
191318589;-68219
207871858;-68210
212354205;-68208
