Seed: 2436052782
FFE found;Fitness
12;-88747
184;-78965
459;-75924
880;-73081
1444;-72085
2101;-71389
2918;-68954
4837;-68506
8129;-68131
18580;-67944
26091;-66763
101137;-66742
104262;-66617
123378;-66481
140240;-66311
228133;-66255
249800;-66089
268020;-65956
352321;-65913
416118;-65894
537251;-65886
779117;-65677
1126482;-65632
1251402;-65574
1365264;-65564
1515748;-65512
1675485;-65491
1836164;-65477
1949650;-65436
2110028;-65404
2715818;-65391
3794656;-65384
6411906;-65320
8558130;-65295
12289725;-65287
22449217;-65284
37615891;-65244
47586659;-65179
59882600;-65166
69256731;-65144
90144365;-65124
143575249;-65118
147478281;-65117
148087084;-65099
166854772;-65096
184100291;-65085
