Seed: 754211912
FFE found;Fitness
29;-84225
483;-71839
1688;-69833
2389;-69540
3125;-68718
6792;-68041
10299;-67786
12855;-67614
14235;-67404
18700;-67374
20243;-67310
23468;-67249
25135;-67192
26954;-67138
28762;-66969
32517;-66742
40581;-66239
88584;-66112
101887;-65974
275851;-65921
326143;-65845
334180;-65808
362854;-65717
384194;-65668
414935;-65611
713677;-65508
1373821;-65473
1553384;-65461
1599943;-65419
1805671;-65418
1812631;-65410
1861857;-65309
1968769;-65227
2188285;-65224
2557977;-65212
2826945;-65196
2842823;-65191
3227224;-65133
6923310;-65053
16746319;-64978
31535552;-64976
190614835;-64974
