Seed: 3200519818
FFE found;Fitness
23;-85046
341;-76154
716;-73078
1175;-71388
1712;-70691
2303;-69900
2986;-69864
3703;-68566
4513;-68517
6318;-68081
8482;-68027
10923;-67891
12173;-67337
22669;-67237
27700;-67010
33297;-66591
49853;-66308
61217;-66031
73196;-65963
121187;-65801
248556;-65702
255542;-65647
369335;-65646
481608;-65615
605781;-65604
630234;-65603
665085;-65536
868232;-65497
959071;-65450
988209;-65445
1189916;-65347
1606694;-65317
2112368;-65274
2222457;-65160
2357922;-65159
3131790;-65154
3901043;-65148
3972743;-65137
4319527;-65125
4779366;-65116
5148202;-65068
5362012;-65047
5506501;-65033
5568659;-65024
5693223;-64955
99332342;-64911
116690590;-64907
169757493;-64902
