Seed: 1940963361
FFE found;Fitness
20;-83079
319;-73764
928;-70483
1754;-69864
2687;-69144
4690;-69018
5738;-68321
9226;-68240
11798;-67098
20944;-66975
37624;-66854
41739;-66758
55207;-66567
90036;-66313
144061;-66171
259706;-66134
289142;-66026
304318;-66019
377703;-65956
494122;-65923
503095;-65845
525838;-65735
619161;-65613
1393702;-65557
2212281;-65537
2413023;-65458
3229309;-65397
4787602;-65390
4930025;-65380
7198997;-65366
7603549;-65323
9402078;-65314
9696239;-65310
14302562;-65290
14663178;-65225
25139664;-65214
29655071;-65166
44036779;-65151
48671713;-65120
63500781;-65119
70719984;-65090
99076554;-65085
138515440;-65033
148077355;-65023
