Seed: 2759120297
FFE found;Fitness
51;-85293
659;-71163
1362;-70036
2230;-68820
3239;-68337
4370;-67959
5514;-67869
6701;-67700
20584;-67334
22513;-67172
36329;-66805
62107;-66598
84073;-66244
123942;-66070
215263;-65946
254332;-65831
374345;-65824
382610;-65777
443725;-65768
484750;-65570
565135;-65564
570009;-65525
665105;-65515
794844;-65504
1130581;-65502
1195664;-65428
1584755;-65364
2211408;-65336
3313048;-65329
3336669;-65228
5500673;-65158
7512588;-65155
10300911;-65145
12201901;-65108
28996662;-65071
48297348;-65052
97204742;-65029
126618536;-64977
128795007;-64972
