Seed: 3390007309
FFE found;Fitness
16;-82130
222;-77487
503;-76373
969;-71982
1521;-70670
2158;-70115
2915;-68432
3886;-68142
4939;-67817
6145;-67631
8761;-67087
10135;-66573
14457;-66301
29415;-66196
36916;-66133
46993;-66105
73033;-65884
87110;-65823
117658;-65781
133585;-65692
167080;-65643
256606;-65636
266621;-65533
362772;-65484
491647;-65475
810256;-65446
850781;-65423
1095249;-65301
1385974;-65228
1437690;-65213
1681389;-65197
1763167;-65165
1992111;-65163
2024120;-65162
2056285;-65113
2186389;-65111
2636773;-65087
3183931;-65080
3360072;-65079
21389638;-65077
21725414;-65071
25196833;-65038
