Seed: 3194713607
FFE found;Fitness
11;-87275
187;-76243
547;-73054
977;-71768
1457;-71372
2017;-70970
2644;-70498
4132;-69805
5165;-68443
6296;-67435
19865;-67200
26468;-66885
41042;-66531
48827;-66518
81673;-66428
144331;-66394
165513;-66278
177890;-66262
184189;-66255
242340;-66126
279833;-66094
328388;-66020
377543;-65996
432064;-65942
466758;-65903
555476;-65613
703986;-65604
781940;-65568
912758;-65564
1003069;-65475
1048744;-65473
1417871;-65470
1588850;-65269
3204587;-65267
3421282;-65194
3659681;-65148
3817417;-65143
5141566;-65095
24876434;-65077
43902157;-65034
67928341;-64992
126577121;-64909
