Seed: 4175191306
FFE found;Fitness
65;-76345
723;-72086
1634;-70514
2827;-69739
4108;-69019
6940;-67621
10011;-67356
11614;-67173
13266;-67085
15055;-66272
18696;-66269
32762;-66260
34919;-66206
41688;-66190
56382;-66052
95034;-66049
118991;-65775
164038;-65720
173303;-65694
199143;-65655
309072;-65609
440489;-65568
452942;-65566
566483;-65556
671812;-65404
901934;-65396
912790;-65395
1226184;-65369
1530556;-65348
1550206;-65346
1840492;-65336
1862206;-65310
1913590;-65248
3798863;-65212
4578496;-65193
4835100;-65161
6562547;-65136
6687786;-65096
9137899;-65081
9168302;-65080
9300436;-65068
10946506;-65037
34521211;-65032
80049939;-64957
