Seed: 2288187954
FFE found;Fitness
55;-78721
628;-71482
1451;-70803
2333;-69274
3369;-68728
5691;-68656
6927;-68137
9428;-67958
14738;-67247
31170;-66950
35167;-66656
43531;-66469
97703;-66312
115708;-66198
247666;-66020
280198;-65921
288489;-65882
292662;-65803
305558;-65752
323093;-65637
373820;-65605
833037;-65601
918755;-65578
1294538;-65576
1351528;-65554
1428320;-65484
1473619;-65454
1648104;-65452
2062564;-65394
4963109;-65371
5551718;-65272
6392717;-65238
9490303;-65231
10919291;-64992
12021437;-64990
12092255;-64970
12517457;-64946
12754286;-64922
12884723;-64910
15681699;-64906
23249901;-64904
24711651;-64889
28758288;-64888
31104355;-64878
31291370;-64867
79210817;-64858
109191294;-64843
