Seed: 2631231478
FFE found;Fitness
4;-89580
110;-74636
289;-73406
544;-71337
1439;-68969
2639;-68874
3466;-68528
4304;-68302
5189;-68086
7282;-68052
8405;-67534
16275;-67336
17748;-67257
23796;-67159
25384;-67069
32462;-66872
41930;-66813
45885;-66781
50100;-66643
61140;-66506
65909;-66358
73294;-66352
88712;-66259
128232;-66103
176406;-66006
180106;-65990
251530;-65869
255632;-65831
596144;-65717
983037;-65553
1062054;-65537
1474434;-65509
1670427;-65487
1722216;-65461
2857001;-65456
3103141;-65449
4253321;-65409
4340076;-65384
6934559;-65379
8807894;-65375
10690933;-65359
12180969;-65343
12458215;-65330
12695926;-65286
15576216;-65272
16191246;-65155
31789115;-65140
49723427;-65134
64115805;-65102
91737157;-65083
121717979;-65055
199220827;-64927
