Seed: 2858133190
FFE found;Fitness
3;-93285
115;-80333
374;-77649
723;-73081
1253;-70259
1962;-69948
2779;-69487
5567;-68463
6596;-67952
7693;-67726
11354;-67411
17322;-67087
19031;-67041
30190;-67003
36337;-66549
40776;-66444
47630;-66395
49940;-66301
59293;-66181
71581;-66002
84691;-65997
103992;-65926
189955;-65916
212528;-65912
232462;-65845
252791;-65805
261191;-65774
269671;-65608
325874;-65601
360826;-65540
401364;-65430
520770;-65376
979185;-65352
1704519;-65333
1842701;-65330
2013720;-65281
2749154;-65271
2854167;-65257
5619875;-65243
9873955;-65231
10740045;-65218
13533307;-65207
14123432;-65123
16494188;-65105
26829029;-65096
31220727;-65091
31340234;-65088
31890680;-65087
32201061;-65068
32531123;-65062
61549256;-65047
71121141;-65044
143798763;-65024
155251510;-65019
204987355;-64940
