Seed: 1779896364
FFE found;Fitness
12;-86092
191;-76440
588;-72485
1148;-70116
1788;-69971
2758;-69520
6264;-69098
7578;-68308
9021;-68069
15037;-68004
18249;-67440
21546;-67000
40662;-66745
49026;-66551
55527;-66415
72360;-66207
141619;-66176
199892;-66008
254495;-66002
320472;-65945
377716;-65843
391248;-65777
395884;-65757
409795;-65750
433227;-65531
510822;-65522
667385;-65440
912300;-65435
929865;-65425
2454539;-65348
3055581;-65343
3078809;-65327
3156322;-65285
3305440;-65263
4516926;-65253
5838855;-65217
6032176;-65135
12659806;-65116
24801365;-65111
31910753;-65109
36239807;-65089
45591665;-65074
97744655;-65066
