Seed: 1595727192
FFE found;Fitness
23;-80372
258;-76800
588;-72873
1032;-70990
1583;-69564
6936;-69205
7988;-68665
13986;-68268
15409;-68031
18373;-67924
23126;-67314
33458;-67240
41225;-67091
49470;-66692
55935;-66610
67694;-66587
72602;-66526
80184;-66507
85430;-66481
88115;-66428
99089;-66425
107678;-66408
128740;-66401
147922;-66333
193918;-66307
209002;-66142
255449;-66035
410231;-65942
549736;-65916
559622;-65876
594221;-65792
666527;-65671
830341;-65620
928015;-65593
1054410;-65545
1153712;-65539
1160655;-65525
1230200;-65491
1550545;-65407
1557738;-65321
2577103;-65304
3062849;-65288
4014008;-65195
5479796;-65184
5499045;-65175
6304563;-65157
24902797;-65151
54045519;-65124
89895281;-65113
90070486;-65055
132054718;-65048
143531993;-65016
147575621;-64992
169701026;-64987
187444367;-64937
