Seed: 3235278195
FFE found;Fitness
7;-91293
181;-79934
436;-74176
808;-73312
1279;-70489
2508;-69950
3249;-69585
5011;-69568
6067;-68606
13283;-68489
19260;-68111
26232;-68001
28102;-67734
34277;-66951
36559;-66817
64480;-66567
69428;-66380
164472;-66231
178147;-66216
185323;-66188
192610;-66157
229573;-66081
326395;-66080
343736;-66073
405772;-65909
471866;-65874
570424;-65826
642242;-65822
790863;-65762
819279;-65728
836532;-65645
859748;-65623
1524837;-65612
1551690;-65604
1634116;-65592
1676870;-65568
2301229;-65557
2317828;-65532
2636600;-65529
2722387;-65525
3898321;-65520
4260770;-65508
5581188;-65464
6187030;-65352
6908030;-65349
7050476;-65314
9095175;-65266
9956866;-65175
12744399;-65170
13313370;-65154
14607770;-65131
15033864;-65113
16706847;-65112
21481130;-65096
37590326;-65079
51488027;-65033
67994262;-65015
110930651;-65012
202857976;-65005
212551282;-64942
