Seed: 3888983093
FFE found;Fitness
11;-86648
208;-75528
670;-70315
1316;-70064
2053;-69948
2817;-69178
5548;-68301
6685;-68136
9161;-68063
11821;-67716
16058;-67641
23643;-67560
25304;-66926
27073;-66914
55888;-66892
67542;-66818
77423;-66564
129052;-66482
252268;-66376
259253;-66110
337718;-66099
356508;-66001
459016;-65837
550455;-65825
643352;-65812
689695;-65729
694948;-65722
737641;-65719
786681;-65699
1020493;-65665
1079529;-65664
1264715;-65631
1417243;-65582
2069587;-65521
2282730;-65501
3578014;-65487
3732088;-65351
5119180;-65335
6131505;-65321
9730230;-65320
9750104;-65314
9809958;-65272
10458666;-65226
10644972;-65196
10963600;-65189
11028006;-65145
11265482;-65137
11439940;-65105
11451016;-65095
11495582;-65081
11733828;-65079
11768291;-65071
14420830;-65065
20622997;-65064
23283789;-65063
42862512;-65018
133243579;-64991
174733315;-64951
