Seed: 1447615725
FFE found;Fitness
64;-80977
359;-77979
753;-73513
1287;-70195
2067;-70017
2941;-70005
3914;-69501
4982;-69214
6050;-68399
8190;-67824
9359;-67457
12024;-67175
13389;-66902
14851;-66871
17958;-66742
19615;-66713
24863;-66645
30596;-66632
32585;-66494
34625;-66405
36742;-66350
61541;-66252
132783;-65950
179322;-65923
208576;-65871
235312;-65816
243176;-65779
255357;-65762
297906;-65672
327940;-65634
359812;-65626
374074;-65615
378828;-65507
416936;-65425
465482;-65408
1219722;-65399
1433642;-65369
2162251;-65363
3104070;-65333
3174369;-65322
3503062;-65259
4590721;-65248
4780400;-65203
9406281;-65199
12224200;-65176
13797987;-65148
17957975;-65130
20700632;-65126
35200183;-65095
52350233;-65072
54935473;-65033
