Seed: 827183086
FFE found;Fitness
26;-94104
223;-79920
568;-73385
1168;-69551
1952;-69428
2833;-69058
3804;-68099
4780;-67451
8290;-67311
9662;-67061
12676;-66916
25940;-66907
29628;-66551
39390;-66543
41525;-66513
50257;-66467
56963;-66247
73510;-66160
92202;-66102
97832;-66088
100743;-66081
106565;-65981
127759;-65917
171260;-65812
197477;-65796
253654;-65763
262288;-65746
403772;-65637
917735;-65571
963899;-65546
1388317;-65529
1482952;-65496
2752126;-65488
5146718;-65486
5459913;-65381
6412879;-65369
7705403;-65332
8070318;-65323
11078852;-65315
11904031;-65300
12122753;-65296
12732392;-65293
18029212;-65263
20590453;-65199
20635650;-65189
20974346;-65149
23359833;-65141
45353235;-65124
82481002;-65117
85171325;-65103
154712352;-65094
