Seed: 2887663359
FFE found;Fitness
304;-74997
1282;-70315
3570;-69276
4931;-68140
6462;-68033
8306;-67685
12097;-67615
14136;-67322
16368;-67144
23090;-67050
30505;-66957
33028;-66661
38078;-66597
40618;-66563
51551;-66510
54367;-66393
63297;-66220
88822;-66219
102076;-66183
155816;-66156
167410;-66121
175172;-65995
235295;-65906
308633;-65794
329060;-65777
344686;-65749
404214;-65669
449582;-65612
514960;-65585
527080;-65583
539204;-65369
859351;-65321
865849;-65320
938965;-65305
1074746;-65303
1208344;-65291
1354631;-65268
1475386;-65224
1614137;-65222
1871691;-65218
2847688;-65160
3451862;-65150
4846780;-65111
5962804;-65069
40628805;-64984
