Seed: 73050918
FFE found;Fitness
123;-78164
710;-73059
1397;-71082
2178;-69396
3058;-69154
4034;-68787
5183;-68655
6544;-68253
9556;-68163
11145;-67905
12816;-67769
16457;-67431
20637;-66822
25340;-66755
30389;-66701
38683;-66542
41497;-66447
50093;-66180
62134;-66163
65336;-66022
88361;-66005
95620;-66000
99307;-65760
174387;-65728
202668;-65712
207422;-65705
370121;-65680
453453;-65663
513435;-65652
558175;-65651
992968;-65582
2927852;-65554
3221353;-65553
3297855;-65459
3359756;-65440
3398846;-65430
3542431;-65406
3592343;-65387
3693434;-65352
12115553;-65278
23160184;-65247
25678905;-65236
27838175;-65235
27887992;-65221
29249950;-65218
29483188;-65217
59055230;-65216
96841639;-65210
97776586;-65190
102206089;-65169
150696244;-65160
215843289;-65122
