Seed: 3707066968
FFE found;Fitness
145;-79582
764;-74738
1672;-71301
2745;-69997
3912;-69893
5174;-69731
6439;-68786
9290;-68745
10944;-68480
14444;-67951
16245;-67613
18186;-67346
20127;-66399
22068;-66301
24009;-66248
29891;-66164
31929;-66154
38145;-65946
42443;-65859
44678;-65789
82867;-65706
92262;-65646
112457;-65623
157706;-65598
372089;-65584
631176;-65564
639816;-65550
832207;-65512
1011106;-65506
1204266;-65451
1258017;-65445
1285182;-65443
1932964;-65437
2071309;-65432
2234703;-65414
2246927;-65352
2295823;-65348
3684132;-65340
5030868;-65306
13824389;-65303
17917275;-65301
22394288;-65261
30628638;-65226
40382328;-65199
47713844;-65175
88560334;-65174
211064826;-65161
