Seed: 581916356
FFE found;Fitness
152;-80272
642;-75069
1307;-69682
3544;-69485
4715;-68314
5985;-68127
7354;-68014
10381;-67791
12133;-67030
15828;-66883
19808;-66846
23884;-66752
28070;-66624
30336;-66520
37521;-66484
47573;-66434
50193;-66386
63544;-66338
74765;-66274
83695;-66164
112276;-65985
142810;-65911
189089;-65887
235616;-65826
275695;-65818
381122;-65753
454700;-65735
507522;-65718
517616;-65683
554334;-65636
674809;-65546
734368;-65484
900233;-65450
1261690;-65424
1622001;-65402
3004340;-65342
3147767;-65341
4921611;-65335
4957109;-65308
6552395;-65231
7337303;-65218
16569547;-65171
21718822;-65144
36406118;-65094
37531525;-65043
41263100;-65003
42101873;-64985
49558653;-64980
108304780;-64977
118624849;-64947
119218525;-64942
137635637;-64918
146760168;-64913
