Seed: 2181032760
FFE found;Fitness
116;-80111
602;-73798
1112;-72423
1795;-71423
2626;-69400
3601;-69159
4672;-68738
5845;-68081
9838;-67114
19610;-66901
21555;-66774
25735;-66750
32147;-66714
36709;-66636
39141;-66595
41667;-66493
60842;-66359
75597;-66219
90711;-66051
106422;-66024
109672;-65992
126503;-65963
137181;-65783
220336;-65775
295293;-65681
402414;-65666
432785;-65642
772347;-65641
951303;-65575
1796890;-65570
2017279;-65357
2479705;-65353
2568227;-65229
2758221;-65179
2845637;-65171
2969498;-65146
3491275;-65055
4684616;-65049
5651125;-65042
5930890;-65024
8526805;-65023
9303262;-65008
187295921;-65007
