Seed: 2820154123
FFE found;Fitness
48;-85996
248;-78080
546;-74838
962;-71776
1554;-70157
2242;-69469
3021;-68982
3896;-68142
4867;-68120
5844;-67633
7002;-67317
9730;-67257
11283;-67235
17979;-66868
31179;-66736
35304;-66612
37536;-66503
51824;-66487
56944;-66334
59583;-66212
79782;-66208
92161;-66142
98569;-66138
111777;-66118
115277;-66028
129445;-65835
183323;-65796
195548;-65785
199629;-65722
203801;-65646
207978;-65630
306834;-65587
311491;-65581
463714;-65538
552963;-65515
729131;-65511
1145638;-65478
1644400;-65401
1708563;-65400
2768315;-65342
5039532;-65337
5280766;-65331
6278679;-65315
7790340;-65307
8169800;-65285
8793990;-65231
11960736;-65226
12252890;-65224
12288104;-65222
12524260;-65206
12560274;-65173
12766320;-65162
13540611;-65159
30532430;-65154
69801949;-65144
85350950;-65092
87978964;-65080
105628414;-65068
212326780;-65032
