Seed: 1003182407
FFE found;Fitness
161;-80605
769;-73987
1667;-71565
2783;-70168
4049;-69141
5413;-68593
8539;-68128
10286;-67502
13833;-67352
19477;-66997
23698;-66486
38503;-66459
41129;-66392
49341;-66346
52255;-66337
67363;-66032
86974;-66013
90421;-65986
93915;-65873
97548;-65817
108609;-65800
134814;-65798
142486;-65705
154379;-65675
233483;-65662
237800;-65615
255269;-65611
304646;-65585
459417;-65572
494053;-65516
1003522;-65509
1032039;-65491
1521191;-65483
1888796;-65479
2492405;-65459
3911103;-65411
3956774;-65367
5428465;-65351
5867762;-65340
6284470;-65331
6311692;-65321
6376156;-65293
7596696;-65270
8194428;-65266
8426137;-65237
12293484;-65232
15830233;-65224
22743481;-65221
33208913;-65206
43044063;-65160
65864422;-65155
83771989;-65145
85528601;-65138
101264975;-65123
156502340;-65113
174969585;-65041
