Seed: 201248317
FFE found;Fitness
193;-77495
975;-72725
1851;-70662
2831;-69460
3905;-68399
5087;-68122
7866;-68069
9503;-67637
11352;-66784
15336;-66731
19472;-66681
28423;-66673
33233;-66576
40897;-66525
51277;-66501
53897;-66482
56517;-66450
59208;-66382
65083;-66366
74155;-66343
95959;-66328
105809;-66322
112407;-66298
139991;-66280
143640;-66215
182341;-66173
190591;-66023
251619;-65923
256276;-65911
303888;-65884
352699;-65878
855796;-65863
934485;-65859
971497;-65837
1091906;-65817
1151243;-65814
1164730;-65793
1490261;-65784
1756675;-65772
1997674;-65620
2448869;-65608
2625546;-65605
2829672;-65565
3152096;-65482
3486860;-65369
3586998;-65328
3880345;-65316
3938884;-65301
3997972;-65289
4027904;-65259
6502234;-65248
10340431;-65226
11289175;-65210
13635942;-65207
14757596;-65099
18841571;-65086
20200540;-65069
27508804;-65058
36802334;-65048
53436677;-65025
62548579;-65002
91579227;-64985
121915766;-64904
