Seed: 2575219374
FFE found;Fitness
183;-80160
675;-73041
1262;-71530
1944;-70024
2723;-68608
3602;-67860
4574;-67524
5642;-67448
7891;-67353
9158;-67279
12222;-66966
19414;-66792
21357;-66699
29609;-66693
36076;-66592
38361;-66548
45631;-66112
76630;-66094
82404;-66082
125444;-66076
167911;-66049
222616;-66018
244054;-66012
376119;-66004
606195;-65812
762473;-65696
894062;-65691
1027273;-65676
1143050;-65670
1356033;-65660
2700486;-65564
3135908;-65559
4322541;-65554
7393723;-65514
7780219;-65389
9801791;-65382
10554410;-65351
14133373;-65343
18096315;-65330
25704567;-65320
26737760;-65286
32275513;-65186
40440711;-65185
41436708;-65167
46917692;-65161
47124710;-65141
47784552;-65140
49582032;-65113
49927188;-65107
52666833;-65106
57442256;-65105
57812432;-65104
64342663;-65102
70635810;-65100
78050365;-65095
84966298;-65090
88117962;-65083
91484734;-65061
94023059;-65057
100648256;-65028
119715830;-65025
121572735;-65024
122472555;-64999
133914631;-64995
149480406;-64968
