Seed: 3088354264
FFE found;Fitness
189;-77372
774;-72698
1501;-70652
2476;-69733
3586;-69152
4855;-68641
6221;-68399
7722;-68145
9327;-67215
14581;-66682
18512;-66386
34546;-66385
41872;-66326
77268;-66314
83191;-66174
92223;-66157
95279;-66108
98335;-66068
107746;-66017
111051;-65977
135762;-65905
406692;-65730
500988;-65639
638700;-65594
665960;-65579
900318;-65528
1184583;-65518
3194796;-65503
3356299;-65468
3470947;-65459
3670574;-65439
7365774;-65344
15167915;-65325
22581632;-65320
26127214;-65319
33796755;-65314
34584453;-65272
36177474;-65267
41484933;-65242
63521945;-65232
74530473;-65204
78674243;-65185
78778385;-65155
81344392;-65150
85052105;-65106
87165393;-65098
88028397;-65086
89804534;-65079
90086862;-65075
90269138;-65074
90472707;-65071
90656535;-65047
91107965;-65041
97572635;-65036
97873447;-64991
133644200;-64985
143593560;-64957
