Seed: 934700171
FFE found;Fitness
50;-85674
249;-74835
666;-72257
1350;-70354
2133;-68368
3008;-67899
3982;-67444
8456;-67224
12450;-66779
17359;-66763
19232;-66643
21272;-66462
34280;-66415
48503;-66354
51128;-66183
64934;-66163
73672;-66103
105222;-66073
108618;-65987
169998;-65984
192707;-65773
261922;-65699
288276;-65588
306485;-65554
325310;-65456
558723;-65428
570221;-65425
629941;-65331
730188;-65305
1421681;-65299
1457856;-65285
1895375;-65281
3290942;-65259
5003721;-65216
5109662;-65150
5358436;-65146
5438761;-65140
6134007;-65132
6795021;-65123
23594180;-65120
122447791;-65115
164998250;-65066
