Seed: 2493761448
FFE found;Fitness
54;-81419
361;-74633
833;-72885
1715;-70208
2694;-69712
4965;-69358
7791;-68931
9277;-68246
12601;-67784
14445;-67056
20195;-66737
22233;-66520
28691;-66344
36170;-66316
43870;-66162
60950;-66082
117255;-66067
124820;-65972
148027;-65714
176458;-65672
435770;-65648
526837;-65452
741236;-65407
822527;-65357
978493;-65286
1758427;-65269
2212135;-65178
2256271;-65138
2975376;-65126
3303037;-65100
3520915;-65092
5379085;-65081
6154435;-65066
6862274;-65054
7362242;-64989
7402941;-64980
8135746;-64964
14038275;-64958
17201240;-64875
26768270;-64832
34512441;-64811
38353949;-64747
66166289;-64737
81264263;-64727
82885508;-64710
91736539;-64699
133695264;-64697
154521818;-64672
159603468;-64668
161486228;-64652
165071741;-64649
178230392;-64554
